name	timestamp	run_id	partition	program	status	time_end2end	nb_atoms	command
stb-128	2023-03-13 16:33:33.853401	0	data	q03	success	  1.224532	10364	/home/datalog-benchmarking/datalog-benchmarking/bin/dlve-wrapper --program /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/queries/q03.txt --dataset /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/speak_cp_13_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/meal_vp_28_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/roof_vp_26_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/hollow_hp_12_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/amount_hp_6_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/advertisement_hp_31_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/train_cp_8_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/hide_su_32_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/moon_hp_32_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/fruit_vp_12_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/begin_hp_27_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/amount_cp_30_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/kind_cp_4_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/silk_vp_4_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/root_hp_7_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/rough_vp_15_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/advertisement_hp_21_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/round_su_25_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/sudden_su_21_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/approval_vp_2_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/lock_su_29_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/reveal_cp_2_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/board_su_1_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/male_su_19_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/pipe_hp_2_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/degree_hp_13_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/hate_hp_9_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/hurt_vp_19_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/slow_hp_30_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/coat_vp_21_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/experience_cp_11_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/test_cp_1_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/grip_su_26_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/agency_cp_6_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/express_cp_10_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/laugh_vp_18_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/support_su_10_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/eat_hp_11_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/try_hp_18_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/last_su_5_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/impulse_hp_14_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/observation_su_12_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/rhythm_su_17_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/fiction_vp_13_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/start_hp_5_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/laugh_vp_25_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/copy_vp_30_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/check_hp_17_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/learn_vp_20_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/paint_cp_3_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/basin_vp_14_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/love_su_4_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/stop_su_14_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/lead_cp_21_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/toe_cp_24_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/shut_vp_9_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/industry_vp_22_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/violent_hp_4_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/remain_cp_19_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/bath_su_8_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/seat_su_31_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/connect_cp_7_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/belong_vp_29_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/will_su_23_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/foot_su_11_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/window_cp_9_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/hollow_hp_10_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/whip_hp_16_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/add_su_20_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/hammer_cp_14_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/walk_hp_28_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/stocking_cp_27_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/bulb_hp_19_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/expert_su_27_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/require_hp_15_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/thin_su_15_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/question_su_7_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/touch_cp_12_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/steel_hp_22_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/library_su_3_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/cheese_hp_1_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/return_vp_8_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/chalk_cp_5_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/side_vp_16_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/dress_vp_31_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/jewel_cp_23_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/snake_vp_11_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/fiction_cp_15_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/poor_vp_7_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/probable_vp_6_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/win_su_9_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/sky_cp_29_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/garden_vp_3_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/glove_hp_24_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/baby_cp_26_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/leather_su_6_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/mention_vp_5_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/receive_cp_22_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/beautiful_su_16_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/letter_vp_1_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/sea_hp_8_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/committee_vp_23_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/regard_cp_16_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/orange_su_18_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/study_su_30_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/weight_su_13_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/condition_vp_10_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/order_su_2_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/regular_hp_3_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/involve_cp_25_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/poor_vp_17_nl0_ce0.data --working-dir /home/datalog-benchmarking/datalog-benchmarking/results/chasebench/stb-128/dlve/data/q03/run-0
stb-128	2023-03-13 16:33:35.119742	1	data	q03	success	  1.224368	10364	/home/datalog-benchmarking/datalog-benchmarking/bin/dlve-wrapper --program /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/queries/q03.txt --dataset /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/speak_cp_13_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/meal_vp_28_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/roof_vp_26_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/hollow_hp_12_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/amount_hp_6_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/advertisement_hp_31_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/train_cp_8_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/hide_su_32_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/moon_hp_32_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/fruit_vp_12_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/begin_hp_27_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/amount_cp_30_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/kind_cp_4_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/silk_vp_4_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/root_hp_7_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/rough_vp_15_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/advertisement_hp_21_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/round_su_25_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/sudden_su_21_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/approval_vp_2_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/lock_su_29_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/reveal_cp_2_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/board_su_1_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/male_su_19_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/pipe_hp_2_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/degree_hp_13_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/hate_hp_9_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/hurt_vp_19_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/slow_hp_30_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/coat_vp_21_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/experience_cp_11_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/test_cp_1_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/grip_su_26_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/agency_cp_6_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/express_cp_10_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/laugh_vp_18_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/support_su_10_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/eat_hp_11_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/try_hp_18_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/last_su_5_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/impulse_hp_14_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/observation_su_12_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/rhythm_su_17_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/fiction_vp_13_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/start_hp_5_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/laugh_vp_25_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/copy_vp_30_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/check_hp_17_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/learn_vp_20_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/paint_cp_3_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/basin_vp_14_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/love_su_4_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/stop_su_14_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/lead_cp_21_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/toe_cp_24_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/shut_vp_9_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/industry_vp_22_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/violent_hp_4_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/remain_cp_19_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/bath_su_8_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/seat_su_31_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/connect_cp_7_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/belong_vp_29_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/will_su_23_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/foot_su_11_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/window_cp_9_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/hollow_hp_10_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/whip_hp_16_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/add_su_20_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/hammer_cp_14_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/walk_hp_28_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/stocking_cp_27_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/bulb_hp_19_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/expert_su_27_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/require_hp_15_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/thin_su_15_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/question_su_7_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/touch_cp_12_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/steel_hp_22_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/library_su_3_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/cheese_hp_1_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/return_vp_8_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/chalk_cp_5_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/side_vp_16_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/dress_vp_31_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/jewel_cp_23_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/snake_vp_11_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/fiction_cp_15_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/poor_vp_7_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/probable_vp_6_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/win_su_9_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/sky_cp_29_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/garden_vp_3_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/glove_hp_24_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/baby_cp_26_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/leather_su_6_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/mention_vp_5_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/receive_cp_22_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/beautiful_su_16_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/letter_vp_1_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/sea_hp_8_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/committee_vp_23_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/regard_cp_16_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/orange_su_18_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/study_su_30_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/weight_su_13_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/condition_vp_10_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/order_su_2_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/regular_hp_3_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/involve_cp_25_nl0_ce0.data /home/datalog-benchmarking/datalog-benchmarking/datasets/stb-128/dlve/data/poor_vp_17_nl0_ce0.data --working-dir /home/datalog-benchmarking/datalog-benchmarking/results/chasebench/stb-128/dlve/data/q03/run-1
