name	tool	timestamp	run_id	partition	program	status	time_end2end	nb_atoms	command
has-ancestor	vadalog	2023-03-13 20:01:00.032768	0	data	q02	success	  0.672515	1	/home/datalog-benchmarking-2/datalog-benchmarking/bin/vadalog-wrapper --program /home/datalog-benchmarking-2/datalog-benchmarking/datasets/has-ancestor/vadalog/queries/q02.txt --bind person:csv:/home/datalog-benchmarking-2/datalog-benchmarking/datasets/has-ancestor/vadalog/data/person.data --working-dir results-has-ancestor/has-ancestor/vadalog/data/q02/run-0 --set terminationStrategyMode=lightMode
has-ancestor	vadalog	2023-03-13 20:01:07.347228	0	data	q03	success	  1.725003	0	/home/datalog-benchmarking-2/datalog-benchmarking/bin/vadalog-wrapper --program /home/datalog-benchmarking-2/datalog-benchmarking/datasets/has-ancestor/vadalog/queries/q03.txt --bind person:csv:/home/datalog-benchmarking-2/datalog-benchmarking/datasets/has-ancestor/vadalog/data/person.data --working-dir results-has-ancestor/has-ancestor/vadalog/data/q03/run-0 --set terminationStrategyMode=lightMode
has-ancestor	vadalog	2023-03-13 20:01:15.763411	0	data	q04	timeout	 10.005010	None	/home/datalog-benchmarking-2/datalog-benchmarking/bin/vadalog-wrapper --program /home/datalog-benchmarking-2/datalog-benchmarking/datasets/has-ancestor/vadalog/queries/q04.txt --bind person:csv:/home/datalog-benchmarking-2/datalog-benchmarking/datasets/has-ancestor/vadalog/data/person.data --working-dir results-has-ancestor/has-ancestor/vadalog/data/q04/run-0 --set terminationStrategyMode=lightMode
